Order_id,Date,Time
314,2023-01-27,11:59:42
315,2023-01-27,12:07:30
316,2023-01-27,13:38:35
317,2023-01-27,14:22:05
318,2023-01-27,15:34:04
319,2023-01-27,15:41:29
320,2023-01-27,17:45:36
321,2023-01-27,18:02:57
322,2023-01-27,19:26:03
323,2023-01-27,19:55:09
324,2023-01-27,21:58:51
325,2023-01-28,10:10:51
326,2023-01-28,10:12:54
327,2023-01-28,10:43:36
328,2023-01-28,10:51:41
329,2023-01-28,11:05:57
330,2023-01-28,14:27:34
331,2023-01-28,14:28:19
332,2023-01-28,15:32:50
333,2023-01-28,16:03:35
334,2023-01-28,19:32:46
335,2023-01-28,20:01:12
336,2023-01-28,20:20:34
337,2023-01-29,10:42:26
338,2023-01-29,11:21:06
339,2023-01-29,11:31:39
340,2023-01-29,12:30:34
341,2023-01-29,12:59:47
342,2023-01-29,14:50:51
343,2023-01-29,15:10:21
344,2023-01-29,17:11:45
345,2023-01-29,17:32:01
346,2023-01-29,18:35:47
347,2023-01-29,20:02:07
348,2023-01-29,20:06:39
349,2023-01-30,10:06:48
350,2023-01-30,11:26:41
351,2023-01-30,13:04:33
352,2023-01-30,13:32:00
353,2023-01-30,13:47:20
354,2023-01-30,15:20:45
355,2023-01-30,15:40:48
356,2023-01-30,16:13:18
357,2023-01-30,19:20:37
358,2023-01-30,20:00:03
359,2023-01-30,21:07:18
360,2023-01-30,21:54:44
361,2023-01-31,12:42:03
362,2023-01-31,14:05:17
363,2023-01-31,14:42:55
364,2023-01-31,15:12:57
365,2023-01-31,15:29:28
366,2023-01-31,16:19:00
367,2023-01-31,17:43:23
368,2023-01-31,17:46:18
369,2023-01-31,17:53:52
370,2023-01-31,18:43:28
371,2023-01-31,20:44:43
372,2023-01-31,21:28:23
373,2023-02-01,10:42:32
374,2023-02-01,10:44:10
375,2023-02-01,12:39:46
376,2023-02-01,13:54:09
377,2023-02-01,14:02:33
378,2023-02-01,14:46:23
379,2023-02-01,15:30:23
380,2023-02-01,15:50:13
381,2023-02-01,16:53:44
382,2023-02-01,17:27:32
383,2023-02-01,21:25:15
384,2023-02-01,21:58:48
385,2023-02-02,10:01:38
386,2023-02-02,14:35:53
387,2023-02-02,16:03:42
388,2023-02-02,16:14:04
389,2023-02-02,17:53:31
390,2023-02-02,18:02:57
391,2023-02-02,18:14:50
392,2023-02-02,19:04:21
393,2023-02-02,19:21:39
394,2023-02-02,19:35:45
395,2023-02-02,20:57:38
396,2023-02-02,21:10:32
397,2023-02-03,11:40:04
398,2023-02-03,13:30:32
399,2023-02-03,14:06:58
400,2023-02-03,14:10:50
401,2023-02-03,14:32:47
402,2023-02-03,14:45:19
403,2023-02-03,15:07:46
404,2023-02-03,15:42:57
405,2023-02-03,16:11:32
406,2023-02-03,17:17:04
407,2023-02-03,18:41:10
408,2023-02-03,21:05:48
409,2023-02-04,12:44:53
410,2023-02-04,13:30:09
411,2023-02-04,13:41:29
412,2023-02-04,14:42:09
413,2023-02-04,15:46:59
414,2023-02-04,17:13:48
415,2023-02-04,18:05:07
416,2023-02-04,18:13:49
417,2023-02-04,20:11:15
418,2023-02-04,20:16:57
419,2023-02-04,20:17:56
420,2023-02-04,21:25:59
421,2023-02-05,11:14:38
422,2023-02-05,11:32:19
423,2023-02-05,11:50:27
424,2023-02-05,13:37:26
425,2023-02-05,16:04:29
426,2023-02-05,17:14:39
427,2023-02-05,18:00:36
428,2023-02-05,18:33:22
429,2023-02-05,18:59:41
430,2023-02-05,19:02:09
431,2023-02-05,19:06:02
432,2023-02-05,19:41:44
433,2023-02-06,11:53:59
434,2023-02-06,12:02:49
435,2023-02-06,14:31:27
436,2023-02-06,15:01:51
437,2023-02-06,15:34:32
438,2023-02-06,16:01:31
439,2023-02-06,18:03:44
440,2023-02-06,18:27:56
441,2023-02-06,18:36:36
442,2023-02-06,20:11:33
443,2023-02-06,20:35:29
444,2023-02-06,21:52:31
445,2023-02-07,10:38:03
446,2023-02-07,14:09:32
447,2023-02-07,14:36:33
448,2023-02-07,15:06:33
449,2023-02-07,16:15:01
450,2023-02-07,16:29:10
451,2023-02-07,16:53:46
452,2023-02-07,18:08:25
453,2023-02-07,18:28:07
454,2023-02-07,18:47:42
455,2023-02-07,19:57:39
456,2023-02-07,20:13:30
457,2023-02-08,10:12:02
458,2023-02-08,11:25:46
459,2023-02-08,12:18:13
460,2023-02-08,13:48:20
461,2023-02-08,14:15:22
462,2023-02-08,14:45:12
463,2023-02-08,14:53:30
464,2023-02-08,15:39:30
465,2023-02-08,18:02:04
466,2023-02-08,18:15:27
467,2023-02-08,20:18:12
468,2023-02-08,20:52:27
469,2023-02-09,10:30:39
470,2023-02-09,11:27:05
471,2023-02-09,11:43:04
472,2023-02-09,12:51:50
473,2023-02-09,15:28:15
474,2023-02-09,15:49:44
475,2023-02-09,19:31:15
476,2023-02-09,20:12:37
477,2023-02-09,20:18:02
478,2023-02-09,20:27:11
479,2023-02-09,21:01:18
480,2023-02-09,21:39:30
481,2023-02-10,10:28:39
482,2023-02-10,11:12:06
483,2023-02-10,11:12:42
484,2023-02-10,12:42:21
485,2023-02-10,12:44:19
486,2023-02-10,14:36:07
487,2023-02-10,14:49:51
488,2023-02-10,15:55:37
489,2023-02-10,19:54:35
490,2023-02-10,19:56:54
491,2023-02-10,21:07:58
492,2023-02-10,21:45:41
493,2023-02-11,10:28:41
494,2023-02-11,11:00:31
495,2023-02-11,11:19:06
496,2023-02-11,12:58:21
497,2023-02-11,12:59:21
498,2023-02-11,13:32:35
499,2023-02-11,14:13:39
500,2023-02-11,14:28:16
501,2023-02-11,16:46:04
502,2023-02-11,19:50:31
503,2023-02-11,20:03:40
504,2023-02-11,20:47:59
505,2023-02-12,12:27:49
506,2023-02-12,13:45:22
507,2023-02-12,14:27:07
508,2023-02-12,14:37:08
509,2023-02-12,17:47:46
510,2023-02-12,17:48:58
511,2023-02-12,18:30:04
512,2023-02-12,18:32:46
513,2023-02-12,19:38:30
514,2023-02-12,20:47:23
515,2023-02-12,21:42:51
516,2023-02-12,21:54:53
517,2023-02-13,10:08:11
518,2023-02-13,10:30:09
519,2023-02-13,11:51:22
520,2023-02-13,13:16:20
521,2023-02-13,15:42:34
522,2023-02-13,17:51:54
523,2023-02-13,18:29:21
524,2023-02-13,18:31:32
525,2023-02-13,19:03:21
526,2023-02-13,19:31:12
527,2023-02-13,20:49:04
528,2023-02-13,20:50:59
529,2023-02-14,10:17:23
530,2023-02-14,10:45:09
531,2023-02-14,11:33:52
532,2023-02-14,12:08:33
533,2023-02-14,14:14:33
534,2023-02-14,14:30:53
535,2023-02-14,15:37:34
536,2023-02-14,17:33:15
537,2023-02-14,18:22:41
538,2023-02-14,18:36:24
539,2023-02-14,20:10:20
540,2023-02-14,20:13:21
541,2023-02-15,11:00:00
542,2023-02-15,11:49:48
543,2023-02-15,13:31:26
544,2023-02-15,14:10:06
545,2023-02-15,15:00:25
546,2023-02-15,15:18:23
547,2023-02-15,17:13:48
548,2023-02-15,18:26:22
549,2023-02-15,18:37:40
550,2023-02-15,18:38:51
551,2023-02-15,19:36:27
552,2023-02-15,20:19:28
553,2023-02-16,10:30:28
554,2023-02-16,10:39:33
555,2023-02-16,11:34:46
556,2023-02-16,12:09:10
557,2023-02-16,12:42:44
558,2023-02-16,13:28:53
559,2023-02-16,13:47:51
560,2023-02-16,13:50:39
561,2023-02-16,13:55:27
562,2023-02-16,14:32:53
563,2023-02-16,17:34:43
564,2023-02-16,18:37:35
565,2023-02-17,10:56:58
566,2023-02-17,12:52:11
567,2023-02-17,13:45:03
568,2023-02-17,14:12:51
569,2023-02-17,14:32:40
570,2023-02-17,14:42:44
571,2023-02-17,15:37:43
572,2023-02-17,16:34:46
573,2023-02-17,17:17:12
574,2023-02-17,18:20:53
575,2023-02-17,20:44:29
576,2023-02-17,21:23:28
577,2023-02-18,10:04:29
578,2023-02-18,10:50:55
579,2023-02-18,11:44:51
580,2023-02-18,12:53:55
581,2023-02-18,15:30:52
582,2023-02-18,15:31:08
583,2023-02-18,17:30:57
584,2023-02-18,18:21:47
585,2023-02-18,18:41:35
586,2023-02-18,20:05:33
587,2023-02-18,20:28:33
588,2023-02-18,21:49:00
589,2023-02-19,10:45:38
590,2023-02-19,11:41:22
591,2023-02-19,11:53:26
592,2023-02-19,14:44:27
593,2023-02-19,15:25:55
594,2023-02-19,16:08:32
595,2023-02-19,16:32:44
596,2023-02-19,17:52:46
597,2023-02-19,18:44:10
598,2023-02-19,19:36:46
599,2023-02-19,19:40:36
600,2023-02-19,19:40:53
601,2023-02-20,10:59:28
602,2023-02-20,11:23:44
603,2023-02-20,11:32:33
604,2023-02-20,12:57:36
605,2023-02-20,14:08:08
606,2023-02-20,15:21:45
607,2023-02-20,18:05:47
608,2023-02-20,18:52:05
609,2023-02-20,19:18:52
610,2023-02-20,20:00:06
611,2023-02-20,21:06:39
612,2023-02-20,21:35:14
613,2023-02-21,10:42:39
614,2023-02-21,10:45:21
615,2023-02-21,11:08:39
616,2023-02-21,11:19:44
617,2023-02-21,11:33:09
618,2023-02-21,11:42:32
619,2023-02-21,13:43:18
620,2023-02-21,14:27:39
621,2023-02-21,14:31:16
622,2023-02-21,17:01:23
623,2023-02-21,17:27:01
624,2023-02-21,17:48:05
625,2023-02-22,10:09:45
626,2023-02-22,10:34:29
627,2023-02-22,11:34:15
628,2023-02-22,13:43:14
629,2023-02-22,14:00:15
630,2023-02-22,14:07:57
631,2023-02-22,14:36:53
632,2023-02-22,15:05:30
633,2023-02-22,17:03:06
634,2023-02-22,17:38:49
635,2023-02-22,17:50:28
636,2023-02-22,21:41:28
637,2023-02-23,12:36:07
638,2023-02-23,13:35:44
639,2023-02-23,15:59:38
640,2023-02-23,16:06:33
641,2023-02-23,16:50:21
642,2023-02-23,17:49:43
643,2023-02-23,18:52:20
644,2023-02-23,19:32:50
645,2023-02-23,20:08:44
646,2023-02-23,21:31:09
647,2023-02-23,21:46:00
648,2023-02-23,21:58:00
649,2023-02-24,10:23:56
650,2023-02-24,11:02:31
651,2023-02-24,14:08:03
652,2023-02-24,14:56:20
653,2023-02-24,16:22:42
654,2023-02-24,17:44:52
655,2023-02-24,17:56:37
656,2023-02-24,18:21:14
657,2023-02-24,18:21:28
658,2023-02-24,18:57:41
659,2023-02-24,19:33:06
660,2023-02-24,20:46:09
661,2023-02-25,10:49:31
662,2023-02-25,11:45:28
663,2023-02-25,13:01:54
664,2023-02-25,13:38:37
665,2023-02-25,13:49:55
666,2023-02-25,15:29:13
667,2023-02-25,15:36:27
668,2023-02-25,16:27:48
669,2023-02-25,16:38:06
670,2023-02-25,17:52:56
671,2023-02-25,18:34:03
672,2023-02-25,19:56:42
673,2023-02-26,10:29:12
674,2023-02-26,11:01:58
675,2023-02-26,11:35:05
676,2023-02-26,11:58:54
677,2023-02-26,12:40:44
678,2023-02-26,12:41:09
679,2023-02-26,13:13:39
680,2023-02-26,14:21:38
681,2023-02-26,15:10:19
682,2023-02-26,15:31:57
683,2023-02-26,17:35:06
684,2023-02-26,18:34:54
685,2023-02-27,11:24:51
686,2023-02-27,12:54:56
687,2023-02-27,13:29:45
688,2023-02-27,14:08:56
689,2023-02-27,14:31:35
690,2023-02-27,14:48:05
691,2023-02-27,14:54:56
692,2023-02-27,16:24:29
693,2023-02-27,18:42:58
694,2023-02-27,19:23:35
695,2023-02-27,21:12:30
696,2023-02-27,21:53:27
697,2023-02-28,10:47:43
698,2023-02-28,10:57:36
699,2023-02-28,13:01:45
700,2023-02-28,13:05:31
701,2023-02-28,13:24:08
702,2023-02-28,13:45:47
703,2023-02-28,14:23:01
704,2023-02-28,15:26:17
705,2023-02-28,16:24:57
706,2023-02-28,20:18:57
707,2023-02-28,20:35:35
708,2023-02-28,21:53:36
709,2023-03-01,10:34:50
710,2023-03-01,11:09:46
711,2023-03-01,11:39:54
712,2023-03-01,11:52:27
713,2023-03-01,12:03:58
714,2023-03-01,12:10:59
715,2023-03-01,12:11:02
716,2023-03-01,13:12:01
717,2023-03-01,15:32:52
718,2023-03-01,18:08:24
719,2023-03-01,18:46:10
720,2023-03-01,21:11:42
721,2023-03-02,10:39:26
722,2023-03-02,11:24:09
723,2023-03-02,15:07:46
724,2023-03-02,16:21:06
725,2023-03-02,19:06:53
726,2023-03-02,19:12:08
727,2023-03-02,19:20:00
728,2023-03-02,19:48:08
729,2023-03-02,19:52:15
730,2023-03-02,20:26:21
731,2023-03-02,20:38:16
732,2023-03-02,20:46:20
733,2023-03-03,10:28:57
734,2023-03-03,11:16:34
735,2023-03-03,12:30:18
736,2023-03-03,13:12:35
737,2023-03-03,14:43:50
738,2023-03-03,16:23:13
739,2023-03-03,18:24:41
740,2023-03-03,18:31:28
741,2023-03-03,18:43:41
742,2023-03-03,19:22:39
743,2023-03-03,20:47:12
744,2023-03-03,21:19:45
745,2023-03-04,10:27:40
746,2023-03-04,10:42:49
747,2023-03-04,14:15:17
748,2023-03-04,14:27:00
749,2023-03-04,15:24:53
750,2023-03-04,15:37:26
751,2023-03-04,16:37:57
752,2023-03-04,17:32:18
753,2023-03-04,18:42:53
754,2023-03-04,20:26:05
755,2023-03-04,21:16:43
756,2023-03-04,21:40:21
757,2023-03-05,13:22:07
758,2023-03-05,13:44:01
759,2023-03-05,14:10:03
760,2023-03-05,14:37:42
761,2023-03-05,14:51:19
762,2023-03-05,16:39:33
763,2023-03-05,17:45:24
764,2023-03-05,17:52:11
765,2023-03-05,17:54:09
766,2023-03-05,18:23:52
767,2023-03-05,20:18:33
768,2023-03-05,21:36:50
769,2023-03-06,10:59:12
770,2023-03-06,11:33:47
771,2023-03-06,12:47:28
772,2023-03-06,14:22:13
773,2023-03-06,14:26:17
774,2023-03-06,14:57:57
775,2023-03-06,14:58:13
776,2023-03-06,18:59:30
777,2023-03-06,19:23:20
778,2023-03-06,20:04:10
779,2023-03-06,20:15:46
780,2023-03-06,20:21:14
781,2023-03-07,10:28:44
782,2023-03-07,10:39:52
783,2023-03-07,11:19:13
784,2023-03-07,11:36:42
785,2023-03-07,12:39:30
786,2023-03-07,13:33:38
787,2023-03-07,13:46:47
788,2023-03-07,16:18:36
789,2023-03-07,16:39:01
790,2023-03-07,17:20:58
791,2023-03-07,19:01:24
792,2023-03-07,20:59:59
793,2023-03-08,10:00:47
794,2023-03-08,11:39:14
795,2023-03-08,13:52:05
796,2023-03-08,14:55:29
797,2023-03-08,15:09:38
798,2023-03-08,16:01:16
799,2023-03-08,16:07:05
800,2023-03-08,17:49:34
801,2023-03-08,18:02:46
802,2023-03-08,18:24:15
803,2023-03-08,19:34:48
804,2023-03-08,20:59:11
805,2023-03-09,10:29:13
806,2023-03-09,10:55:24
807,2023-03-09,12:18:21
808,2023-03-09,12:50:59
809,2023-03-09,15:00:25
810,2023-03-09,16:50:58
811,2023-03-09,17:40:51
812,2023-03-09,19:38:21
813,2023-03-09,21:09:46
814,2023-03-09,21:13:04
815,2023-03-09,21:34:45
816,2023-03-09,21:44:28
817,2023-03-10,10:22:40
818,2023-03-10,10:41:30
819,2023-03-10,10:59:38
820,2023-03-10,12:43:33
821,2023-03-10,13:23:18
822,2023-03-10,14:35:22
823,2023-03-10,14:54:54
824,2023-03-10,15:26:33
825,2023-03-10,15:47:40
826,2023-03-10,19:41:44
827,2023-03-10,21:00:32
828,2023-03-10,21:16:10
829,2023-03-11,11:12:20
830,2023-03-11,12:53:15
831,2023-03-11,13:17:30
832,2023-03-11,13:36:38
833,2023-03-11,13:57:40
834,2023-03-11,14:33:09
835,2023-03-11,15:27:04
836,2023-03-11,15:50:28
837,2023-03-11,17:14:52
838,2023-03-11,20:04:31
839,2023-03-11,21:05:39
840,2023-03-11,21:17:44
841,2023-03-12,11:22:37
842,2023-03-12,12:20:19
843,2023-03-12,12:44:28
844,2023-03-12,14:01:31
845,2023-03-12,16:10:14
846,2023-03-12,17:34:30
847,2023-03-12,17:45:18
848,2023-03-12,18:19:33
849,2023-03-12,19:03:52
850,2023-03-12,20:28:05
851,2023-03-12,21:11:13
852,2023-03-12,21:38:28
853,2023-03-13,10:25:25
854,2023-03-13,11:10:05
855,2023-03-13,12:30:41
856,2023-03-13,14:17:40
857,2023-03-13,16:28:04
858,2023-03-13,17:03:36
859,2023-03-13,18:54:34
860,2023-03-13,19:46:36
861,2023-03-13,19:52:42
862,2023-03-13,20:20:08
863,2023-03-13,20:24:13
864,2023-03-13,20:31:46
865,2023-03-14,10:18:59
866,2023-03-14,11:38:57
867,2023-03-14,13:05:50
868,2023-03-14,13:11:43
869,2023-03-14,13:15:54
870,2023-03-14,14:24:10
871,2023-03-14,15:02:28
872,2023-03-14,16:42:31
873,2023-03-14,17:29:01
874,2023-03-14,18:55:24
875,2023-03-14,19:17:45
876,2023-03-14,21:28:00
877,2023-03-15,10:38:27
878,2023-03-15,10:45:36
879,2023-03-15,13:03:27
880,2023-03-15,13:39:18
881,2023-03-15,14:11:45
882,2023-03-15,15:08:18
883,2023-03-15,16:24:13
884,2023-03-15,18:31:51
885,2023-03-15,18:56:25
886,2023-03-15,19:05:50
887,2023-03-15,19:30:58
888,2023-03-15,20:32:14
889,2023-03-16,10:39:46
890,2023-03-16,10:51:32
891,2023-03-16,11:03:47
892,2023-03-16,12:50:25
893,2023-03-16,13:04:48
894,2023-03-16,13:10:36
895,2023-03-16,13:27:51
896,2023-03-16,14:18:47
897,2023-03-16,15:50:48
898,2023-03-16,16:58:15
899,2023-03-16,18:32:20
900,2023-03-16,19:40:15
901,2023-03-17,11:09:36
902,2023-03-17,12:57:56
903,2023-03-17,15:53:08
904,2023-03-17,16:28:19
905,2023-03-17,17:08:11
906,2023-03-17,18:42:58
907,2023-03-17,18:59:07
908,2023-03-17,19:44:11
909,2023-03-17,19:45:25
910,2023-03-17,19:45:34
911,2023-03-17,20:54:00
912,2023-03-17,21:48:39
913,2023-03-18,11:28:24
914,2023-03-18,11:44:53
915,2023-03-18,14:19:36
916,2023-03-18,14:27:39
917,2023-03-18,14:52:07
918,2023-03-18,15:50:39
919,2023-03-18,16:06:19
920,2023-03-18,17:13:48
921,2023-03-18,17:22:00
922,2023-03-18,18:53:52
923,2023-03-18,19:29:50
924,2023-03-18,20:31:14
925,2023-03-19,10:00:02
926,2023-03-19,10:06:18
927,2023-03-19,10:37:28
928,2023-03-19,12:27:58
929,2023-03-19,16:06:31
930,2023-03-19,16:07:22
931,2023-03-19,16:52:22
